symbol,name,sector,industry,market_cap_usd
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,Technology,Computer Software: Prepackaged Software,34799473690.0
PAYX,Paychex Inc. Common Stock,Industrials,Diversified Commercial Services,34754215457.0
HAL,Halliburton Company Common Stock,Energy,Oilfield Services/Equipment,34643944070.0
STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore,34615393823.0
RBLX,Roblox Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,34481536359.0
VG,Venture Global Inc. Class A common stock,Utilities,Oil/Gas Transmission,34358671555.0
ZTS,Zoetis Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,34091630556.0
VMC,Vulcan Materials Company (Holding Company) Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),33820610775.0
KVUE,Kenvue Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,33657751950.0
WAT,Waters Corporation Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,33615891176.0
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,33586310418.0
ROP,Roper Technologies Inc. Common Stock,Technology,Computer Software: Programming Data Processing,32993921351.0
KMB,Kimberly-Clark Corporation Common Stock,Consumer Discretionary,Containers/Packaging,32908566993.0
Q,Qnity Electronics Inc. Common Stock,Technology,Semiconductors,32851601755.0
LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts,32754162975.0
SYM,Symbotic Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,32564249214.0
CPRT,Copart Inc. (DE) Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,32550190431.0
A,Agilent Technologies Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,32487962362.0
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,32444089971.0
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,Major Banks,32271918945.0
RVMD,Revolution Medicines Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),32221119781.0
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),32213424432.0
WDAY,Workday Inc. Class A Common Stock,Technology,EDP Services,31994706505.0
EL,Estee Lauder Companies Inc. (The) Common Stock,Consumer Discretionary,Package Goods/Cosmetics,31953726893.0
RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations,31382855118.0
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks,31219157891.0
AXON,Axon Enterprise Inc. Common Stock,Industrials,Ordnance And Accessories,31112401722.0
ZM,Zoom Communications Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,31065725409.0
NTRS,Northern Trust Corporation Common Stock,Finance,Major Banks,31045378475.0
AEE,Ameren Corporation Common Stock,Utilities,Power Generation,30799687345.0
CQP,Cheniere Energy Partners LP Common Units,Utilities,Oil/Gas Transmission,30684190857.0
CASY,Casey's General Stores Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,30491938931.0
VICI,VICI Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,30467360330.0
FISV,Fiserv Inc. Common Stock,Consumer Discretionary,Business Services,30464800220.0
EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts,30273692129.0
DTE,DTE Energy Company Common Stock,Utilities,Electric Utilities: Central,30226513879.0
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,30193780433.0
RMD,ResMed Inc. Common Stock,Health Care,Medical/Dental Instruments,30178980691.0
ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission,29680013550.0
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,29593616632.0
RJF,Raymond James Financial Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,29516984330.0
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors,29448642849.0
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,29352551485.0
DVN,Devon Energy Corporation Common Stock,Energy,Oil & Gas Production,29345113977.0
ZS,Zscaler Inc. Common Stock,Technology,EDP Services,29323400506.0
GEHC,GE HealthCare Technologies Inc. Common Stock ,Health Care,Medical Electronics,29217699415.0
CNC,Centene Corporation Common Stock,Health Care,Medical Specialities,29203154580.0
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities,29099933469.0
AGNCZ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,,,29065569167.0
NRG,NRG Energy Inc. Common Stock,Utilities,Electric Utilities: Central,29042287596.0
P,Everpure Inc. Class A common stock,Technology,Electronic Components,28963707069.0
CPNG,Coupang Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,28936434920.0
FTS,Fortis Inc. Common Shares,Utilities,Electric Utilities: Central,28755831558.0
FICO,Fair Isaac Corporation Common Stock,Consumer Discretionary,Business Services,28754636258.0
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components,28744913672.0
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,28663793922.0
BIIB,Biogen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),28606167790.0
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,28560480287.0
TWLO,Twilio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,28515272817.0
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,28514563116.0
DOV,Dover Corporation Common Stock,Industrials,Industrial Machinery/Components,28265430799.0
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services,28210000000.0
KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Packaged Foods,28209650008.0
CRCL,Circle Internet Group Inc. Class A Common Stock,Finance,Finance: Consumer Services,28118920514.0
IQV,IQVIA Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,28022510000.0
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Utilities,Electric Utilities: Central,28018078828.0
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel,27981172442.0
OTIS,Otis Worldwide Corporation Common Stock ,Technology,Consumer Electronics/Appliances,27923018851.0
DXCM,DexCom Inc. Common Stock,Health Care,Medical/Dental Instruments,27821441642.0
IR,Ingersoll Rand Inc. Common Stock,Industrials,Industrial Machinery/Components,27749694899.0
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production,27729789691.0
FSLR,First Solar Inc. Common Stock,Technology,Semiconductors,27706849650.0
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components,27499964544.0
EIX,Edison International Common Stock,Utilities,Electric Utilities: Central,27389632720.0
PPL,PPL Corporation Common Stock,Utilities,Electric Utilities: Central,27325365148.0
RDDT,Reddit Inc. Class A Common Stock,Technology,EDP Services,27262287559.0
CW,Curtiss-Wright Corporation Common Stock,Technology,Industrial Machinery/Components,27012856763.0
FOXA,Fox Corporation Class A Common Stock,Industrials,Broadcasting,26883520434.0
FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central,26787147714.0
CFG,Citizens Financial Group Inc. Common Stock,Finance,Major Banks,26595045332.0
ES,Eversource Energy (D/B/A) Common Stock,Utilities,Electric Utilities: Central,26325601750.0
MDB,MongoDB Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,26253443475.0
XYL,Xylem Inc. Common Stock New,Industrials,Fluid Controls,26212838408.0
VEEV,Veeva Systems Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,26124296404.0
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers,26002841330.0
DOW,Dow Inc. Common Stock ,Industrials,Major Chemicals,25953899182.0
FTAI,FTAI Aviation Ltd. Common Stock,Industrials,Misc Corporate Leasing Services,25864244730.0
STRK,Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock,Technology,Computer Software: Prepackaged Software,25856043996.0
AVB,AvalonBay Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,25826155610.0
STRD,Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock,Technology,Computer Software: Prepackaged Software,25789458900.0
EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Transportation Services,25762738828.0
STZ,Constellation Brands Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution),25743670817.0
ROL,Rollins Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,25739047424.0
WRB,W.R. Berkley Corporation Common Stock,Finance,Property-Casualty Insurers,25143570479.0
HUBB,Hubbell Inc Common Stock,Technology,Electrical Products,25100372493.0
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,25065963430.0
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,Technology,EDP Services,24996614490.0
EQR,Equity Residential Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,24803268857.0
AWK,American Water Works Company Inc. Common Stock,Utilities,Water Supply,24449121229.0
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Industrials,Trucking Freight/Courier Services,24401804760.0
SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services,24161474483.0
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,24127996439.0
FOX,Fox Corporation Class B Common Stock,Industrials,Broadcasting,24051464671.0
PPG,PPG Industries Inc. Common Stock,Consumer Discretionary,Paints/Coatings,24024162000.0
XPO,XPO Inc. Common Stock,Consumer Discretionary,Transportation Services,23824833345.0
IONQ,IonQ Inc. Common Stock,Technology,EDP Services,23754899491.0
RF,Regions Financial Corporation Common Stock,Finance,Major Banks,23749552543.0
FITBM,Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series M,Finance,Major Banks,23618478941.0
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Utilities,Electric Utilities: Central,23530014036.0
EXE,Expand Energy Corporation Common Stock,Energy,Oil & Gas Production,23430073471.0
BG,Bunge Limited Common Shares,Consumer Staples,Packaged Foods,23419926662.0
KEY,KeyCorp Common Stock,Finance,Major Banks,23375905833.0
DRI,Darden Restaurants Inc. Common Stock,Consumer Discretionary,Restaurants,23309018461.0
DG,Dollar General Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,23266910708.0
MKL,Markel Group Inc. Common Stock,Finance,Property-Casualty Insurers,23249096672.0
FITBI,Fifth Third Bancorp Depositary Shares,Finance,Major Banks,23192512513.0
HPQ,HP Inc. Common Stock,Technology,Computer Manufacturing,23164889664.0
FCNCA,First Citizens BancShares Inc. Class A Common Stock,Finance,Major Banks,23076038070.0
INSM,Insmed Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,23027780394.0
CMS,CMS Energy Corporation Common Stock,Utilities,Power Generation,23023777937.0
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish,22906017600.0
RL,Ralph Lauren Corporation Common Stock,Industrials,Garments and Clothing,22869446103.0
LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,22857502017.0
NI,NiSource Inc Common Stock,Utilities,Power Generation,22833806063.0
CHD,Church & Dwight Company Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,22805821693.0
CPAY,Corpay Inc. Common Stock,Consumer Discretionary,Business Services,22739411620.0
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Home Furnishings,22665463975.0
FIS,Fidelity National Information Services Inc. Common Stock,Consumer Discretionary,Business Services,22515255818.0
STRL,Sterling Infrastructure Inc. Common Stock,Industrials,Military/Government/Technical,22490963125.0
ULTA,Ulta Beauty Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,22435356657.0
PFG,Principal Financial Group Inc Common Stock,Finance,Accident &Health Insurance,22432886078.0
VRSK,Verisk Analytics Inc. Common Stock,Industrials,Diversified Commercial Services,22419147042.0
L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers,22402057204.0
WST,West Pharmaceutical Services Inc. Common Stock,Health Care,Medical/Dental Instruments,22354312010.0
FFIV,F5 Inc. Common Stock,Telecommunications,Computer Communications Equipment,22208308197.0
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Industrials,Broadcasting,22193641500.0
PHM,PulteGroup Inc. Common Stock,Consumer Discretionary,Homebuilding,22178326080.0
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,22153024394.0
ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore,22147785598.0
LEN,Lennar Corporation Class A Common Stock,Consumer Discretionary,Homebuilding,21886066583.0
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities,21849233000.0
AFRM,Affirm Holdings Inc. Class A Common Stock,Finance,Finance: Consumer Services,21842084409.0
SBAC,SBA Communications Corporation Class A Common Stock,Real Estate,Real Estate Investment Trusts,21803374405.0
MKSI,MKS Inc. Common Stock,Industrials,Industrial Machinery/Components,21655998640.0
DGX,Quest Diagnostics Incorporated Common Stock,Health Care,Medical Specialities,21609049905.0
CRS,Carpenter Technology Corporation Common Stock,Industrials,Steel/Iron Ore,21569517881.0
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Utilities,Electric Utilities: Central,21428923488.0
AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary,Business Services,21405099951.0
SMCI,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing,21398469590.0
OMC,Omnicom Group Inc. Common Stock,Consumer Discretionary,Advertising,21355514266.0
VLTO,Veralto Corp Common Stock ,Industrials,Electrical Products,21318016289.0
LH,Labcorp Holdings Inc. Common Stock,Health Care,Medical Specialities,21314260000.0
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,Finance,Major Banks,21307384493.0
STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties,21240108164.0
WWD,Woodward Inc. Common Stock,Energy,Industrial Machinery/Components,20935034041.0
